Title,Version,Created By,Created Date,Language,Primary Owner,Primary Owners,Business Reviewers,Domain Owner,Localization Config,Last Modified By,Last Modified Date,Status,Geography,Node Id,Node Type,Model Set Id,Model Set Version,Topics,Is Translation,Source Language,Source Id,Auto Translate,Translation Method,Last Published On,Last Published By,Archival Date,Archival By,Employee Class,Job Level,Line Of Business,Location Type,Hourly Salaried,Path,Country,Content Type,Channel,Show Managed By On Page,Template,Ticket Id,Is Searchable,Entitlement,Word Count,On Time,Off Time,Atms Due Date,Translation Approver,Translation Scheduled Date,Translation Status,Translation Workflow Template,Article Type,Category,Date Moved,Key Words,Open In New Tab,Fragment Reference,Content Url
How Do I Set Up My Travel Profile? (India),0.3.0,bmelmihe,2026-05-21T16:17:17.795Z,en_us,steppag,"steppag,prichhea,bmelmihe",mtsobis,amzn1.abacus.team.looo53floubmzytmswva,"{""autoTranslationMethod"":""ATMS_MT"",""targetLanguages"":[],""autoTranslate"":false,""locApprover"":""""}",bmelmihe,2026-05-21T16:17:17.795Z,DRAFT,India,0903b14a-a56b-48c5-a174-ca26599501be,CONTENT,85dbe259-664e-4cca-9534-4e0a8cd7d2ae,5,"18e0d124-7b0b-4e16-bd95-b301bbc65393,Travel Booking",FALSE,,,FALSE,,Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),,Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),,All Employee Classes,All Job Levels,"Advertising,Amazon Games,Amazon Video and Studios,Amazon Web Services (AWS),Devices & Services,General & Administrative,Music & Podcasts/Wondery,Subsidiaries,Worldwide Amazon Stores",All Location Types,All Employees,,,,,FALSE,,,FALSE,,,Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),,Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),,,,,Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),,FALSE,,https://corex.pxt.amazon.dev/all-content/18e0d124-7b0b-4e16-bd95-b301bbc65393/0903b14a-a56b-48c5-a174-ca26599501be/0.3.0/content
Do I Need Travel Insurance?,0.0.0,prichhea,2026-05-22T17:31:23.026Z,en_us,bmelmihe,"bmelmihe,steppag,prichhea",mtsobis,amzn1.abacus.team.looo53floubmzytmswva,"{""autoTranslationMethod"":""ATMS_MT"",""targetLanguages"":[],""autoTranslate"":false,""locApprover"":""""}",prichhea,2026-05-22T17:31:23.026Z,DRAFT,Global,7d3c74ad-ee31-4a44-867e-21fdacca6f99,CONTENT,85dbe259-664e-4cca-9534-4e0a8cd7d2ae,5,"18e0d124-7b0b-4e16-bd95-b301bbc65393,Travel Booking",FALSE,,,FALSE,,Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),,Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),,All Employee Classes,All Job Levels,All LOBs,All Location Types,All Employees,,,,,FALSE,,,FALSE,,,Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),,Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),,,,,Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),,FALSE,,https://corex.pxt.amazon.dev/all-content/18e0d124-7b0b-4e16-bd95-b301bbc65393/7d3c74ad-ee31-4a44-867e-21fdacca6f99/0.0.0/content
Where Can I Locate a Trail Code? ,0.0.0,prichhea,2026-05-22T17:49:36.480Z,en_us,steppag,"steppag,prichhea,bmelmihe",mtsobis,amzn1.abacus.team.looo53floubmzytmswva,"{""autoTranslationMethod"":""ATMS_MT"",""targetLanguages"":[],""autoTranslate"":false,""locApprover"":""""}",prichhea,2026-05-22T17:49:36.480Z,DRAFT,United States,03a549e2-a7b3-4ca8-b065-370383d0eb3c,CONTENT,85dbe259-664e-4cca-9534-4e0a8cd7d2ae,5,"18e0d124-7b0b-4e16-bd95-b301bbc65393,Travel Booking",FALSE,,,FALSE,,Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),,Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),,"F - Regular Full Time,H - Regular Part Time - 20 + Hours,I - Intern,J - JV or RC Worker,P - Apprentice,Q - Field Regular Part Time 20-29,R - Regular Reduced Time 30 + Hrs,S - Seasonal/Short-Term,X - Regular Flex Time - < 20 Hrs","L0,L1,L10,L11,L12,L2,L3,L4,L5,L6,L7,L8,L9","Advertising,Amazon Games,Amazon Pharmacy,Amazon Video and Studios,Amazon Web Services (AWS),Celeste,Devices & Services,Fabric,General & Administrative,Music & Podcasts/Wondery,One Medical,Shopbop,Subsidiaries,Worldwide Amazon Stores,Zappos","Corporate,Customer Service,Data Center Location,Onboard Automation (OBA) Location,Operations,Retail Location,Solar or Wind Farms,Virtual Location",All Employees,,,,,FALSE,,,FALSE,,,Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),,Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),,,,,Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),,FALSE,,https://corex.pxt.amazon.dev/all-content/18e0d124-7b0b-4e16-bd95-b301bbc65393/03a549e2-a7b3-4ca8-b065-370383d0eb3c/0.0.0/content
Am I Allowed to Book Personal Travel in the Self-Service Travel Booking Tool?,0.0.0,prichhea,2026-05-22T17:55:21.091Z,en_us,steppag,"steppag,prichhea,bmelmihe",mtsobis,amzn1.abacus.team.looo53floubmzytmswva,"{""autoTranslationMethod"":""ATMS_MT"",""targetLanguages"":[],""autoTranslate"":false,""locApprover"":""""}",prichhea,2026-05-22T17:55:21.091Z,DRAFT,Global,ca272654-e5f7-409b-97eb-83c7c074d755,CONTENT,85dbe259-664e-4cca-9534-4e0a8cd7d2ae,5,"18e0d124-7b0b-4e16-bd95-b301bbc65393,Travel Booking",FALSE,,,FALSE,,Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),,Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),,All Employee Classes,All Job Levels,All LOBs,All Location Types,All Employees,,,,,FALSE,,,FALSE,,,Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),,Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),,,,,Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),,FALSE,,https://corex.pxt.amazon.dev/all-content/18e0d124-7b0b-4e16-bd95-b301bbc65393/ca272654-e5f7-409b-97eb-83c7c074d755/0.0.0/content
Where do I locate Travel Counselor contact information?,0.2.0,steppag,2026-05-22T18:29:47.627Z,en_us,steppag,"steppag,prichhea,bmelmihe",mtsobis,amzn1.abacus.team.looo53floubmzytmswva,"{""autoTranslationMethod"":""ATMS_MT"",""targetLanguages"":[],""autoTranslate"":false,""locApprover"":""""}",steppag,2026-05-22T18:29:47.627Z,DRAFT,Global,12b5f17e-2564-4fa5-91b6-4b6c19727141,CONTENT,85dbe259-664e-4cca-9534-4e0a8cd7d2ae,5,"18e0d124-7b0b-4e16-bd95-b301bbc65393,Travel Booking",FALSE,,,FALSE,,Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),,Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),,All Employee Classes,All Job Levels,"Advertising,Amazon Games,Amazon Video and Studios,Amazon Web Services (AWS),Devices & Services,General & Administrative,Music & Podcasts/Wondery,Subsidiaries,Worldwide Amazon Stores",All Location Types,All Employees,,,,,FALSE,,,FALSE,,,Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),,Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),,,,,Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),,FALSE,,https://corex.pxt.amazon.dev/all-content/18e0d124-7b0b-4e16-bd95-b301bbc65393/12b5f17e-2564-4fa5-91b6-4b6c19727141/0.2.0/content
How Do I Set Up My Travel Profile? (Regional),0.1.0,bmelmihe,2026-05-21T16:19:28.103Z,en_us,steppag,"steppag,prichhea,bmelmihe",,amzn1.abacus.team.looo53floubmzytmswva,"{""autoTranslationMethod"":""ATMS_MT"",""targetLanguages"":[],""autoTranslate"":false,""locApprover"":""""}",bmelmihe,2026-05-21T16:19:28.103Z,DRAFT,"Bahrain,Brazil,Israel,Jordan,Kenya,Kuwait,Mexico,Saudi Arabia,South Africa,South Korea,Spain,United Arab Emirates",d0a649a4-0375-45cc-afbb-1a62fe2e5716,CONTENT,85dbe259-664e-4cca-9534-4e0a8cd7d2ae,5,"18e0d124-7b0b-4e16-bd95-b301bbc65393,Travel Booking",FALSE,,,FALSE,,Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),,Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),,All Employee Classes,All Job Levels,"Advertising,Amazon Games,Amazon Video and Studios,Amazon Web Services (AWS),Devices & Services,General & Administrative,Music & Podcasts/Wondery,Subsidiaries,Worldwide Amazon Stores",All Location Types,All Employees,,,,,FALSE,,,FALSE,,,Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),,Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),,,,,Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),,FALSE,,https://corex.pxt.amazon.dev/all-content/18e0d124-7b0b-4e16-bd95-b301bbc65393/d0a649a4-0375-45cc-afbb-1a62fe2e5716/0.1.0/content
What Hotel Accommodations am I Allowed to Book?,0.1.0,bmelmihe,2026-05-21T12:19:51.694Z,en_us,steppag,"steppag,prichhea,bmelmihe",mtsobis,amzn1.abacus.team.looo53floubmzytmswva,"{""autoTranslationMethod"":""ATMS_MT"",""targetLanguages"":[],""autoTranslate"":false,""locApprover"":""""}",bmelmihe,2026-05-21T12:19:51.694Z,DRAFT,Global,72c9d977-6140-4f01-8d82-ba48886704d9,CONTENT,85dbe259-664e-4cca-9534-4e0a8cd7d2ae,5,"18e0d124-7b0b-4e16-bd95-b301bbc65393,Travel Booking",FALSE,,,FALSE,,Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),,Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),,All Employee Classes,All Job Levels,"Advertising,Amazon Games,Amazon Video and Studios,Amazon Web Services (AWS),Devices & Services,General & Administrative,Music & Podcasts/Wondery,Subsidiaries,Worldwide Amazon Stores",All Location Types,All Employees,,,,,FALSE,,,FALSE,,,Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),,Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),,,,,Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),,FALSE,,https://corex.pxt.amazon.dev/all-content/18e0d124-7b0b-4e16-bd95-b301bbc65393/72c9d977-6140-4f01-8d82-ba48886704d9/0.1.0/content
Why can I not see the Amazon form of payment when booking my flight?,0.0.0,steppag,2026-05-26T17:55:05.326Z,en_us,steppag,"steppag,bmelmihe,prichhea",mtsobis,amzn1.abacus.team.looo53floubmzytmswva,"{""autoTranslationMethod"":""ATMS_MT"",""targetLanguages"":[],""autoTranslate"":false,""locApprover"":""""}",steppag,2026-05-26T17:55:05.326Z,DRAFT,Global,043a0274-aabe-4b8b-be5a-4ebc7922282b,CONTENT,85dbe259-664e-4cca-9534-4e0a8cd7d2ae,5,"18e0d124-7b0b-4e16-bd95-b301bbc65393,Travel Booking",FALSE,,,FALSE,,Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),,Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),,All Employee Classes,All Job Levels,"Advertising,Amazon Games,Amazon Video and Studios,Amazon Web Services (AWS),Devices & Services,General & Administrative,Music & Podcasts/Wondery,Subsidiaries,Worldwide Amazon Stores",All Location Types,All Employees,,,,,FALSE,,,FALSE,,,Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),,Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),,,,,Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),,FALSE,,https://corex.pxt.amazon.dev/all-content/18e0d124-7b0b-4e16-bd95-b301bbc65393/043a0274-aabe-4b8b-be5a-4ebc7922282b/0.0.0/content
Why am I receiving a new hotel confirmation I did not request?,0.0.0,steppag,2026-05-26T17:35:45.802Z,en_us,steppag,"steppag,bmelmihe,prichhea",mtsobis,amzn1.abacus.team.looo53floubmzytmswva,"{""autoTranslationMethod"":""ATMS_MT"",""targetLanguages"":[],""autoTranslate"":false,""locApprover"":""""}",steppag,2026-05-26T17:35:45.802Z,DRAFT,Global,97a7a52c-c38c-4296-95ad-cb8651afb1f8,CONTENT,85dbe259-664e-4cca-9534-4e0a8cd7d2ae,5,"18e0d124-7b0b-4e16-bd95-b301bbc65393,Travel Booking",FALSE,,,FALSE,,Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),,Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),,All Employee Classes,All Job Levels,"Advertising,Amazon Games,Amazon Video and Studios,Amazon Web Services (AWS),Devices & Services,General & Administrative,Music & Podcasts/Wondery,Subsidiaries,Worldwide Amazon Stores",All Location Types,All Employees,,,,,FALSE,,,FALSE,,,Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),,Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),,,,,Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),,FALSE,,https://corex.pxt.amazon.dev/all-content/18e0d124-7b0b-4e16-bd95-b301bbc65393/97a7a52c-c38c-4296-95ad-cb8651afb1f8/0.0.0/content
What Flights Am I Allowed to Book?,0.3.0,bmelmihe,2026-05-21T15:57:16.300Z,en_us,steppag,"steppag,bmelmihe,prichhea",mtsobis,amzn1.abacus.team.looo53floubmzytmswva,"{""locApprover"":"""",""autoTranslationMethod"":""ATMS_MT"",""targetLanguages"":[],""autoTranslate"":false}",bmelmihe,2026-05-21T15:57:16.300Z,DRAFT,Global,6146c5df-bd75-4a26-8374-4737c4a7a8ed,CONTENT,85dbe259-664e-4cca-9534-4e0a8cd7d2ae,5,"18e0d124-7b0b-4e16-bd95-b301bbc65393,Travel Booking",FALSE,,,FALSE,,Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),,Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),,All Employee Classes,All Job Levels,"Advertising,Amazon Games,Amazon Video and Studios,Amazon Web Services (AWS),Devices & Services,General & Administrative,Music & Podcasts/Wondery,Subsidiaries,Worldwide Amazon Stores",All Location Types,All Employees,,,,,FALSE,,,FALSE,,,Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),,Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),,,,,Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),,FALSE,,https://corex.pxt.amazon.dev/all-content/18e0d124-7b0b-4e16-bd95-b301bbc65393/6146c5df-bd75-4a26-8374-4737c4a7a8ed/0.3.0/content
I was charged for a hotel after cancelling my booking,0.0.0,steppag,2026-05-22T02:08:04.224Z,en_us,steppag,"steppag,bmelmihe,heamrich",mtsobis,amzn1.abacus.team.looo53floubmzytmswva,"{""autoTranslationMethod"":""ATMS_MT"",""targetLanguages"":[],""autoTranslate"":false,""locApprover"":""""}",steppag,2026-05-22T02:08:04.224Z,DRAFT,Global,094f3031-efc8-4d58-b35e-8b22ff9ed346,CONTENT,85dbe259-664e-4cca-9534-4e0a8cd7d2ae,5,"18e0d124-7b0b-4e16-bd95-b301bbc65393,Travel Booking",FALSE,,,FALSE,,Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),,Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),,All Employee Classes,All Job Levels,"Advertising,Amazon Games,Amazon Video and Studios,Amazon Web Services (AWS),Devices & Services,General & Administrative,Music & Podcasts/Wondery,Subsidiaries,Worldwide Amazon Stores",All Location Types,All Employees,,,,,FALSE,,,FALSE,,,Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),,Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),,,,,Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),,FALSE,,https://corex.pxt.amazon.dev/all-content/18e0d124-7b0b-4e16-bd95-b301bbc65393/094f3031-efc8-4d58-b35e-8b22ff9ed346/0.0.0/content
How Do I Cancel or Modify a Hotel Booking? (Regional),0.9.0,steppag,2026-05-27T20:42:00.372Z,en_us,steppag,"steppag,prichhea,bmelmihe",mtsobis,amzn1.abacus.team.looo53floubmzytmswva,"{""autoTranslationMethod"":""ATMS_MT"",""targetLanguages"":[],""autoTranslate"":false,""locApprover"":""""}",steppag,2026-05-27T20:42:00.372Z,DRAFT,"Bahrain,Brazil,China,Egypt,India,Israel,Japan,Jordan,Kenya,Kuwait,Mexico,Saudi Arabia,South Africa,South Korea,Spain,United Arab Emirates",289ab19b-8d21-408a-8aae-8f019b2130a3,CONTENT,85dbe259-664e-4cca-9534-4e0a8cd7d2ae,5,"18e0d124-7b0b-4e16-bd95-b301bbc65393,Travel Booking",FALSE,,,FALSE,,Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),,Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),,All Employee Classes,All Job Levels,"Advertising,Amazon Games,Amazon Video and Studios,Amazon Web Services (AWS),Devices & Services,General & Administrative,Music & Podcasts/Wondery,Subsidiaries,Worldwide Amazon Stores",All Location Types,All Employees,,,,,FALSE,,,FALSE,,,Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),,Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),,,,,Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),,FALSE,,https://corex.pxt.amazon.dev/all-content/18e0d124-7b0b-4e16-bd95-b301bbc65393/289ab19b-8d21-408a-8aae-8f019b2130a3/0.9.0/content
How Do I Cancel or Modify a Hotel Booking? (Global Access),0.3.0,steppag,2026-05-27T20:40:42.796Z,en_us,steppag,"steppag,prichhea,bmelmihe",mtsobis,amzn1.abacus.team.looo53floubmzytmswva,"{""autoTranslationMethod"":""ATMS_MT"",""targetLanguages"":[],""autoTranslate"":false,""locApprover"":""""}",steppag,2026-05-27T20:40:42.796Z,DRAFT,"Argentina,Australia,Austria,Belgium,Canada,Chile,Colombia,Costa Rica,Croatia,Czechia,Denmark,Estonia,Finland,France,Germany,Greece,Hong Kong,Hungary,Indonesia,Ireland,Italy,Luxembourg,Malaysia,Mauritius,Morocco,Netherlands,New Zealand,Nigeria,Norway,Peru,Philippines,Poland,Portugal,Puerto Rico,Romania,Serbia,Singapore,Slovakia,Sweden,Switzerland,Taiwan,Thailand,United Kingdom,United States,Uruguay,Viet Nam",29548b53-77d9-4269-8e99-9f28ddb25979,CONTENT,85dbe259-664e-4cca-9534-4e0a8cd7d2ae,5,"18e0d124-7b0b-4e16-bd95-b301bbc65393,Travel Booking",FALSE,,,FALSE,,Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),,Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),,All Employee Classes,All Job Levels,"Advertising,Amazon Games,Amazon Video and Studios,Amazon Web Services (AWS),Devices & Services,General & Administrative,Music & Podcasts/Wondery,Subsidiaries,Worldwide Amazon Stores",All Location Types,All Employees,,,,,FALSE,,,FALSE,,,Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),,Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),,,,,Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),,FALSE,,https://corex.pxt.amazon.dev/all-content/18e0d124-7b0b-4e16-bd95-b301bbc65393/29548b53-77d9-4269-8e99-9f28ddb25979/0.3.0/content
What Expenses Are Reimbursable? - China,0.0.0,alisonso,2026-05-21T19:17:46.902Z,en_us,alisonso,"alisonso,portzh",,amzn1.abacus.team.looo53floubmzytmswva,"{""autoTranslationMethod"":""ATMS_MT"",""targetLanguages"":[],""autoTranslate"":false,""locApprover"":""""}",alisonso,2026-05-21T19:17:46.902Z,DRAFT,China,5dc3eba9-1df1-4ba1-9569-87c5f249d1b6,CONTENT,85dbe259-664e-4cca-9534-4e0a8cd7d2ae,5,"cbad4489-6832-4289-af19-b437ec714f77,Employee Expense,Expense Reimbursement",FALSE,,,FALSE,,Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),,Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),,F - Regular Full Time,"All Job Levels,No Value (Blank in AEM)","All LOBs,No Value (Blank in AEM)",All Location Types,"All Employees,No Value (Blank in AEM)",,,,,FALSE,,,FALSE,,,Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),,Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),,,,,Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),,FALSE,,https://corex.pxt.amazon.dev/all-content/cbad4489-6832-4289-af19-b437ec714f77/5dc3eba9-1df1-4ba1-9569-87c5f249d1b6/0.0.0/content
What Expenses Are Reimbursable? - India,0.2.0,alisonso,2026-05-21T19:54:57.005Z,en_us,alisonso,"alisonso,portzh",,amzn1.abacus.team.looo53floubmzytmswva,"{""autoTranslationMethod"":""ATMS_MT"",""targetLanguages"":[],""autoTranslate"":false,""locApprover"":""""}",alisonso,2026-05-21T19:54:57.005Z,DRAFT,India,70dfa225-0854-47db-95e0-ded3259e1518,CONTENT,85dbe259-664e-4cca-9534-4e0a8cd7d2ae,5,"cbad4489-6832-4289-af19-b437ec714f77,Employee Expense,Expense Reimbursement",FALSE,,,FALSE,,Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),,Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),,F - Regular Full Time,"All Job Levels,No Value (Blank in AEM)","All LOBs,No Value (Blank in AEM)",All Location Types,"All Employees,No Value (Blank in AEM)",,,,,FALSE,,,FALSE,,,Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),,Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),,,,,Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),,FALSE,,https://corex.pxt.amazon.dev/all-content/cbad4489-6832-4289-af19-b437ec714f77/70dfa225-0854-47db-95e0-ded3259e1518/0.2.0/content
What Expenses Are Reimbursable? - Global-ish,0.2.0,alisonso,2026-05-21T21:54:52.214Z,en_us,alisonso,"alisonso,portzh",,amzn1.abacus.team.looo53floubmzytmswva,"{""autoTranslationMethod"":""ATMS_MT"",""targetLanguages"":[],""autoTranslate"":false,""locApprover"":""""}",alisonso,2026-05-21T21:54:52.214Z,DRAFT,"Africa,Australia,Austria,Bangladesh,Belgium,Brunei Darussalam,Cambodia,Croatia,Czechia,Denmark,Estonia,Finland,France,Greece,Hong Kong,Hungary,Indonesia,Ireland,Italy,Japan,Lao People's Democratic Republic,LATAM,Luxembourg,Malaysia,Middle East,Myanmar,Netherlands,New Zealand,North America,Norway,Pakistan,Philippines,Poland,Portugal,Romania,Russia,Serbia,Singapore,Slovakia,South Korea,Spain,Sri Lanka,Sweden,Taiwan,Thailand,TÌ_rkiye,Ukraine,United Kingdom,Viet Nam",2f61b560-d323-4e34-8bf1-1e871017c5a8,CONTENT,85dbe259-664e-4cca-9534-4e0a8cd7d2ae,5,"cbad4489-6832-4289-af19-b437ec714f77,Employee Expense,Expense Reimbursement",FALSE,,,FALSE,,Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),,Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),,F - Regular Full Time,"All Job Levels,No Value (Blank in AEM)","All LOBs,No Value (Blank in AEM)",All Location Types,"All Employees,No Value (Blank in AEM)",,,,,FALSE,,,FALSE,,,Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),,Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),,,,,Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),,FALSE,,https://corex.pxt.amazon.dev/all-content/cbad4489-6832-4289-af19-b437ec714f77/2f61b560-d323-4e34-8bf1-1e871017c5a8/0.2.0/content
